ID_Transacao,Empresa,ID_Operador,Data_Hora,Descricao_Produto,Quantidade,Preco_Unitario,Desconto_Aplicado,Valor_Total,Metodo_Pagamento
107855,pmw2026,102,2026-03-19 09:00:00,Óleo de Soja,1,6.9,0.0,6.9,Dinheiro
107856,pmw2026,104,2026-01-11 01:00:00,Mussarela 1kg,2,45.9,0.0,91.8,PIX
107857,pmw2026,105,2026-01-13 10:00:00,Feijão 1kg,3,8.5,20.01,5.49,PIX
107858,pmw2026,104,2026-01-23 04:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Crédito
107859,pmw2026,104,2026-03-18 13:00:00,Café 500g,5,16.9,0.0,84.5,Cartão de Débito
107860,pmw2026,105,2026-01-04 07:00:00,Leite Integral,1,5.2,0.0,5.2,Dinheiro
107861,pmw2026,102,2026-02-11 02:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
107862,pmw2026,101,2026-02-16 05:00:00,Arroz 5kg,1,24.9,0.0,24.9,PIX
107863,pmw2026,102,2026-03-15 20:00:00,Detergente,2,2.5,0.0,5.0,PIX
107864,pmw2026,105,2026-01-25 16:00:00,Café 500g,2,16.9,0.0,33.8,PIX
107865,pmw2026,105,2026-02-03 19:00:00,Arroz 5kg,2,24.9,0.0,49.8,PIX
107866,pmw2026,101,2026-03-17 12:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Débito
107867,pmw2026,101,2026-03-08 09:00:00,Mussarela 1kg,1,45.9,0.0,45.9,Cartão de Débito
107868,pmw2026,103,2026-03-28 03:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Crédito
107869,pmw2026,103,2026-01-20 02:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Crédito
107870,pmw2026,101,2026-03-20 03:00:00,Leite Integral,4,5.2,0.0,20.8,Dinheiro
107871,pmw2026,105,2026-02-20 16:00:00,Detergente,4,2.5,7.64,2.36,Cartão de Débito
107872,pmw2026,102,2026-01-17 14:00:00,Feijão 1kg,4,8.5,0.0,34.0,Dinheiro
107873,pmw2026,102,2026-03-20 04:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Débito
107874,pmw2026,105,2026-01-22 09:00:00,Óleo de Soja,2,6.9,0.0,13.8,PIX
107875,pmw2026,102,2026-01-28 10:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Crédito
107876,pmw2026,104,2026-01-29 20:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
107877,pmw2026,101,2026-01-06 17:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
107878,pmw2026,102,2026-03-23 14:00:00,Café 500g,3,16.9,0.0,50.7,PIX
107879,pmw2026,104,2026-01-18 03:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Crédito
107880,pmw2026,103,2026-03-19 06:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
107881,pmw2026,101,2026-03-10 11:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Crédito
107882,pmw2026,103,2026-03-09 02:00:00,Detergente,1,2.5,0.0,2.5,PIX
107883,pmw2026,105,2026-03-13 07:00:00,Detergente,4,2.5,4.32,5.68,PIX
107884,pmw2026,103,2026-02-19 20:00:00,Patinho 1kg,1,38.9,0.0,38.9,Cartão de Crédito
107885,pmw2026,102,2026-01-01 12:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Débito
107886,pmw2026,105,2026-01-12 11:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Débito
107887,pmw2026,104,2026-03-03 02:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Débito
107888,pmw2026,101,2026-03-07 19:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
107889,pmw2026,101,2026-01-13 21:00:00,Arroz 5kg,3,24.9,0.0,74.7,Cartão de Crédito
107890,pmw2026,103,2026-02-13 06:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
107891,pmw2026,102,2026-01-04 16:00:00,Arroz 5kg,5,24.9,0.0,124.5,Cartão de Crédito
107892,pmw2026,103,2026-01-22 18:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
107893,pmw2026,105,2026-01-21 04:00:00,Shampoo,2,18.0,0.0,36.0,Dinheiro
107894,pmw2026,105,2026-02-06 12:00:00,Patinho 1kg,2,38.9,0.0,77.8,Dinheiro
107895,pmw2026,105,2026-01-27 04:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
107896,pmw2026,102,2026-03-05 18:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Débito
107897,pmw2026,102,2026-02-14 22:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
107898,pmw2026,101,2026-02-14 20:00:00,Patinho 1kg,4,38.9,0.0,155.6,PIX
107899,pmw2026,105,2026-03-05 10:00:00,Shampoo,5,18.0,60.5,29.5,Cartão de Crédito
107900,pmw2026,101,2026-03-02 13:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Crédito
107901,pmw2026,104,2026-01-20 06:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
107902,pmw2026,102,2026-03-09 23:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Crédito
107903,pmw2026,105,2026-02-16 03:00:00,Shampoo,3,18.0,0.0,54.0,PIX
107904,pmw2026,103,2026-02-21 15:00:00,Café 500g,3,16.9,0.0,50.7,Cartão de Crédito
107905,pmw2026,103,2026-03-05 20:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Dinheiro
107906,pmw2026,101,2026-01-30 07:00:00,Patinho 1kg,4,38.9,0.0,155.6,Dinheiro
107907,pmw2026,105,2026-04-01 14:00:00,Café 500g,5,16.9,52.15,32.35,Cartão de Débito
107908,pmw2026,102,2026-02-05 12:00:00,Arroz 5kg,5,24.9,0.0,124.5,Dinheiro
107909,pmw2026,103,2026-01-04 04:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
107910,pmw2026,101,2026-03-07 18:00:00,Shampoo,4,18.0,0.0,72.0,Dinheiro
107911,pmw2026,102,2026-02-15 15:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
107912,pmw2026,103,2026-01-27 10:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
107913,pmw2026,104,2026-03-17 16:00:00,Shampoo,4,18.0,0.0,72.0,Cartão de Débito
107914,pmw2026,104,2026-01-10 22:00:00,Arroz 5kg,5,24.9,0.0,124.5,Cartão de Débito
107915,pmw2026,103,2026-01-20 08:00:00,Pão de Forma,2,7.5,0.0,15.0,PIX
107916,pmw2026,105,2026-03-06 14:00:00,Arroz 5kg,5,24.9,97.64,26.86,Cartão de Débito
107917,pmw2026,101,2026-04-01 03:00:00,Mussarela 1kg,1,45.9,0.0,45.9,PIX
107918,pmw2026,105,2026-03-07 09:00:00,Detergente,1,2.5,0.0,2.5,Cartão de Crédito
107919,pmw2026,102,2026-01-18 23:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
107920,pmw2026,103,2026-03-30 17:00:00,Arroz 5kg,1,24.9,0.0,24.9,Cartão de Crédito
107921,pmw2026,105,2026-01-30 12:00:00,Leite Integral,1,5.2,0.0,5.2,Dinheiro
107922,pmw2026,105,2026-03-06 18:00:00,Óleo de Soja,2,6.9,0.0,13.8,Dinheiro
107923,pmw2026,103,2026-01-04 06:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
107924,pmw2026,103,2026-02-21 20:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
107925,pmw2026,104,2026-01-23 12:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Débito
107926,pmw2026,101,2026-02-11 23:00:00,Feijão 1kg,1,8.5,0.0,8.5,Dinheiro
107927,pmw2026,102,2026-03-07 03:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
107928,pmw2026,102,2026-03-29 23:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Crédito
107929,pmw2026,102,2026-01-17 20:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
107930,pmw2026,101,2026-02-20 06:00:00,Shampoo,5,18.0,0.0,90.0,PIX
107931,pmw2026,103,2026-01-15 05:00:00,Leite Integral,3,5.2,0.0,15.6,Cartão de Crédito
107932,pmw2026,103,2026-02-19 10:00:00,Mussarela 1kg,3,45.9,0.0,137.7,PIX
107933,pmw2026,101,2026-01-24 14:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Débito
107934,pmw2026,103,2026-03-10 17:00:00,Feijão 1kg,5,8.5,0.0,42.5,PIX
107935,pmw2026,101,2026-01-08 12:00:00,Óleo de Soja,1,6.9,0.0,6.9,Dinheiro
107936,pmw2026,105,2026-03-14 15:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Débito
107937,pmw2026,105,2026-03-14 18:00:00,Arroz 5kg,4,24.9,43.32,56.28,Dinheiro
107938,pmw2026,104,2026-03-08 15:00:00,Café 500g,2,16.9,0.0,33.8,PIX
107939,pmw2026,104,2026-01-17 07:00:00,Detergente,5,2.5,0.0,12.5,Cartão de Débito
107940,pmw2026,105,2026-01-07 16:00:00,Café 500g,3,16.9,0.0,50.7,Dinheiro
107941,pmw2026,103,2026-01-11 22:00:00,Shampoo,5,18.0,0.0,90.0,PIX
107942,pmw2026,103,2026-01-07 13:00:00,Patinho 1kg,5,38.9,0.0,194.5,Dinheiro
107943,pmw2026,102,2026-02-08 02:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
107944,pmw2026,101,2026-01-31 02:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
107945,pmw2026,105,2026-03-18 04:00:00,Detergente,2,2.5,0.0,5.0,PIX
107946,pmw2026,104,2026-02-14 10:00:00,Pão de Forma,2,7.5,0.0,15.0,Dinheiro
107947,pmw2026,104,2026-03-19 14:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Débito
107948,pmw2026,103,2026-01-06 10:00:00,Pão de Forma,5,7.5,0.0,37.5,Dinheiro
107949,pmw2026,101,2026-03-13 03:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Débito
107950,pmw2026,104,2026-02-01 22:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
107951,pmw2026,104,2026-02-12 08:00:00,Detergente,3,2.5,0.0,7.5,PIX
107952,pmw2026,105,2026-01-04 00:00:00,Arroz 5kg,4,24.9,77.66,21.94,PIX
107953,pmw2026,101,2026-02-10 12:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Crédito
107954,pmw2026,101,2026-03-21 08:00:00,Patinho 1kg,4,38.9,0.0,155.6,Dinheiro
107955,pmw2026,104,2026-01-28 12:00:00,Óleo de Soja,3,6.9,0.0,20.7,Dinheiro
107956,pmw2026,105,2026-02-08 23:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
107957,pmw2026,102,2026-02-28 09:00:00,Feijão 1kg,4,8.5,0.0,34.0,PIX
107958,pmw2026,105,2026-01-12 23:00:00,Detergente,4,2.5,5.41,4.59,Cartão de Crédito
107959,pmw2026,101,2026-02-17 15:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Cartão de Crédito
107960,pmw2026,105,2026-02-15 10:00:00,Shampoo,1,18.0,8.73,9.27,Dinheiro
107961,pmw2026,101,2026-02-09 13:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
107962,pmw2026,101,2026-02-25 10:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
107963,pmw2026,102,2026-02-15 13:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Débito
107964,pmw2026,103,2026-03-21 03:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Crédito
107965,pmw2026,104,2026-01-18 08:00:00,Arroz 5kg,1,24.9,0.0,24.9,Cartão de Débito
107966,pmw2026,101,2026-03-12 15:00:00,Café 500g,5,16.9,0.0,84.5,Dinheiro
107967,pmw2026,104,2026-01-28 08:00:00,Óleo de Soja,4,6.9,0.0,27.6,PIX
107968,pmw2026,104,2026-01-19 14:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
107969,pmw2026,105,2026-03-29 22:00:00,Arroz 5kg,3,24.9,0.0,74.7,Cartão de Crédito
107970,pmw2026,102,2026-01-01 23:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Crédito
107971,pmw2026,102,2026-01-10 01:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Crédito
107972,pmw2026,101,2026-03-11 02:00:00,Arroz 5kg,2,24.9,0.0,49.8,PIX
107973,pmw2026,101,2026-02-19 21:00:00,Pão de Forma,5,7.5,0.0,37.5,PIX
107974,pmw2026,105,2026-01-08 16:00:00,Detergente,5,2.5,0.0,12.5,Cartão de Crédito
107975,pmw2026,101,2026-01-07 03:00:00,Detergente,2,2.5,0.0,5.0,PIX
107976,pmw2026,101,2026-02-28 14:00:00,Mussarela 1kg,3,45.9,0.0,137.7,PIX
107977,pmw2026,104,2026-03-17 21:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Crédito
107978,pmw2026,104,2026-03-12 10:00:00,Óleo de Soja,2,6.9,0.0,13.8,PIX
107979,pmw2026,101,2026-01-14 10:00:00,Feijão 1kg,3,8.5,0.0,25.5,Dinheiro
107980,pmw2026,101,2026-02-13 12:00:00,Leite Integral,2,5.2,0.0,10.4,Dinheiro
107981,pmw2026,103,2026-03-24 23:00:00,Óleo de Soja,2,6.9,0.0,13.8,Dinheiro
107982,pmw2026,101,2026-01-30 02:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Crédito
107983,pmw2026,102,2026-01-09 20:00:00,Feijão 1kg,1,8.5,0.0,8.5,Dinheiro
107984,pmw2026,104,2026-03-13 02:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Débito
107985,pmw2026,101,2026-01-25 08:00:00,Patinho 1kg,1,38.9,0.0,38.9,Cartão de Crédito
107986,pmw2026,103,2026-02-26 18:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Débito
107987,pmw2026,101,2026-01-07 15:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Débito
107988,pmw2026,101,2026-02-23 11:00:00,Shampoo,1,18.0,0.0,18.0,PIX
107989,pmw2026,104,2026-03-22 21:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Débito
107990,pmw2026,102,2026-03-30 01:00:00,Detergente,1,2.5,0.0,2.5,Cartão de Crédito
107991,pmw2026,105,2026-01-30 12:00:00,Mussarela 1kg,3,45.9,74.52,63.18,Cartão de Crédito
107992,pmw2026,104,2026-03-21 13:00:00,Leite Integral,3,5.2,0.0,15.6,PIX
107993,pmw2026,104,2026-01-31 23:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
107994,pmw2026,102,2026-03-01 15:00:00,Patinho 1kg,1,38.9,0.0,38.9,Cartão de Débito
107995,pmw2026,102,2026-02-04 15:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Crédito
107996,pmw2026,102,2026-02-01 19:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
107997,pmw2026,101,2026-03-18 12:00:00,Café 500g,3,16.9,0.0,50.7,PIX
107998,pmw2026,103,2026-02-01 02:00:00,Detergente,1,2.5,0.0,2.5,Cartão de Débito
107999,pmw2026,102,2026-03-25 14:00:00,Arroz 5kg,4,24.9,0.0,99.6,Dinheiro
108000,pmw2026,103,2026-01-17 03:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
108001,pmw2026,103,2026-02-04 09:00:00,Leite Integral,4,5.2,0.0,20.8,PIX
108002,pmw2026,105,2026-02-01 14:00:00,Shampoo,1,18.0,0.0,18.0,PIX
108003,pmw2026,103,2026-01-22 12:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
108004,pmw2026,104,2026-01-12 11:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Dinheiro
108005,pmw2026,102,2026-03-17 06:00:00,Patinho 1kg,4,38.9,0.0,155.6,PIX
108006,pmw2026,103,2026-02-04 13:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Débito
108007,pmw2026,104,2026-03-02 11:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
108008,pmw2026,105,2026-01-02 22:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
108009,pmw2026,102,2026-01-01 22:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Crédito
108010,pmw2026,103,2026-01-30 20:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
108011,pmw2026,102,2026-03-10 06:00:00,Leite Integral,3,5.2,0.0,15.6,Cartão de Crédito
108012,pmw2026,104,2026-03-16 03:00:00,Shampoo,3,18.0,0.0,54.0,PIX
108013,pmw2026,101,2026-02-23 06:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
108014,pmw2026,103,2026-03-21 19:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Dinheiro
108015,pmw2026,102,2026-03-25 13:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
108016,pmw2026,102,2026-02-11 09:00:00,Pão de Forma,2,7.5,0.0,15.0,PIX
108017,pmw2026,103,2026-03-23 17:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Débito
108018,pmw2026,102,2026-03-20 09:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
108019,pmw2026,103,2026-03-07 12:00:00,Óleo de Soja,5,6.9,0.0,34.5,Dinheiro
108020,pmw2026,103,2026-01-30 03:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
108021,pmw2026,101,2026-03-06 00:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
108022,pmw2026,101,2026-03-09 17:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Cartão de Débito
108023,pmw2026,105,2026-03-27 07:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
108024,pmw2026,104,2026-01-14 21:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Crédito
108025,pmw2026,101,2026-01-29 23:00:00,Pão de Forma,1,7.5,0.0,7.5,Dinheiro
108026,pmw2026,104,2026-01-28 07:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Crédito
108027,pmw2026,102,2026-01-12 04:00:00,Óleo de Soja,1,6.9,0.0,6.9,Dinheiro
108028,pmw2026,101,2026-02-22 01:00:00,Arroz 5kg,5,24.9,0.0,124.5,Cartão de Débito
108029,pmw2026,104,2026-03-06 09:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
108030,pmw2026,104,2026-01-14 00:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Crédito
108031,pmw2026,102,2026-02-19 22:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Débito
108032,pmw2026,102,2026-03-23 23:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
108033,pmw2026,104,2026-01-29 12:00:00,Leite Integral,3,5.2,0.0,15.6,PIX
108034,pmw2026,102,2026-01-27 12:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Débito
108035,pmw2026,101,2026-01-11 04:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Débito
108036,pmw2026,104,2026-02-02 15:00:00,Detergente,4,2.5,0.0,10.0,Dinheiro
108037,pmw2026,103,2026-02-16 17:00:00,Arroz 5kg,5,24.9,0.0,124.5,PIX
108038,pmw2026,104,2026-03-28 13:00:00,Mussarela 1kg,2,45.9,0.0,91.8,PIX
108039,pmw2026,101,2026-03-23 21:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Débito
108040,pmw2026,102,2026-03-25 17:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
108041,pmw2026,102,2026-03-28 22:00:00,Pão de Forma,4,7.5,0.0,30.0,PIX
108042,pmw2026,104,2026-01-15 09:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
108043,pmw2026,102,2026-03-16 19:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Débito
108044,pmw2026,105,2026-03-31 14:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Crédito
108045,pmw2026,104,2026-01-17 17:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Crédito
108046,pmw2026,104,2026-01-29 04:00:00,Detergente,5,2.5,0.0,12.5,Cartão de Débito
108047,pmw2026,101,2026-03-29 01:00:00,Patinho 1kg,1,38.9,0.0,38.9,Dinheiro
108048,pmw2026,103,2026-02-20 18:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
108049,pmw2026,105,2026-02-07 01:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Débito
108050,pmw2026,104,2026-03-10 18:00:00,Detergente,4,2.5,0.0,10.0,PIX
108051,pmw2026,104,2026-01-04 15:00:00,Shampoo,5,18.0,0.0,90.0,Dinheiro
108052,pmw2026,102,2026-03-11 19:00:00,Shampoo,3,18.0,0.0,54.0,Cartão de Crédito
108053,pmw2026,105,2026-02-02 14:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Crédito
108054,pmw2026,102,2026-01-09 23:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
108055,pmw2026,105,2026-02-25 04:00:00,Óleo de Soja,3,6.9,0.0,20.7,PIX
108056,pmw2026,102,2026-01-12 05:00:00,Óleo de Soja,3,6.9,0.0,20.7,Dinheiro
108057,pmw2026,105,2026-03-27 19:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
108058,pmw2026,103,2026-02-18 05:00:00,Feijão 1kg,4,8.5,0.0,34.0,PIX
108059,pmw2026,101,2026-01-21 05:00:00,Arroz 5kg,2,24.9,0.0,49.8,PIX
108060,pmw2026,104,2026-01-15 20:00:00,Óleo de Soja,5,6.9,0.0,34.5,Dinheiro
108061,pmw2026,105,2026-01-02 19:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Débito
108062,pmw2026,104,2026-03-09 13:00:00,Arroz 5kg,3,24.9,0.0,74.7,PIX
108063,pmw2026,102,2026-01-23 13:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
108064,pmw2026,101,2026-01-08 15:00:00,Café 500g,2,16.9,0.0,33.8,Dinheiro
108065,pmw2026,104,2026-03-27 07:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Dinheiro
108066,pmw2026,103,2026-02-11 16:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
108067,pmw2026,104,2026-02-13 12:00:00,Shampoo,1,18.0,0.0,18.0,PIX
108068,pmw2026,104,2026-03-16 00:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
108069,pmw2026,104,2026-01-02 02:00:00,Feijão 1kg,3,8.5,0.0,25.5,PIX
108070,pmw2026,105,2026-01-24 19:00:00,Feijão 1kg,1,8.5,0.0,8.5,Dinheiro
108071,pmw2026,104,2026-02-23 18:00:00,Detergente,5,2.5,0.0,12.5,Dinheiro
108072,pmw2026,102,2026-02-15 08:00:00,Patinho 1kg,3,38.9,0.0,116.7,PIX
108073,pmw2026,105,2026-03-31 11:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Crédito
108074,pmw2026,104,2026-02-19 14:00:00,Patinho 1kg,3,38.9,0.0,116.7,Cartão de Débito
108075,pmw2026,101,2026-03-15 05:00:00,Óleo de Soja,1,6.9,0.0,6.9,PIX
108076,pmw2026,101,2026-01-16 09:00:00,Detergente,1,2.5,0.0,2.5,Dinheiro
108077,pmw2026,101,2026-02-09 15:00:00,Patinho 1kg,1,38.9,0.0,38.9,Cartão de Crédito
108078,pmw2026,102,2026-03-08 23:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Débito
108079,pmw2026,104,2026-03-18 20:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Crédito
108080,pmw2026,105,2026-02-06 18:00:00,Feijão 1kg,1,8.5,6.57,1.93,Dinheiro
108081,pmw2026,103,2026-03-30 08:00:00,Shampoo,1,18.0,0.0,18.0,Dinheiro
108082,pmw2026,105,2026-03-11 00:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Crédito
108083,pmw2026,101,2026-01-13 13:00:00,Pão de Forma,4,7.5,0.0,30.0,Dinheiro
108084,pmw2026,105,2026-02-18 07:00:00,Óleo de Soja,3,6.9,15.09,5.61,Dinheiro
108085,pmw2026,102,2026-03-04 02:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Dinheiro
108086,pmw2026,103,2026-02-13 20:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Débito
108087,pmw2026,105,2026-01-06 21:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Crédito
108088,pmw2026,103,2026-01-10 23:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Crédito
108089,pmw2026,103,2026-01-21 12:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Cartão de Crédito
108090,pmw2026,105,2026-03-15 06:00:00,Shampoo,4,18.0,0.0,72.0,PIX
108091,pmw2026,101,2026-03-01 22:00:00,Detergente,5,2.5,0.0,12.5,PIX
108092,pmw2026,102,2026-03-15 14:00:00,Leite Integral,4,5.2,0.0,20.8,Cartão de Crédito
108093,pmw2026,102,2026-01-02 19:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Crédito
108094,pmw2026,101,2026-02-20 17:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Crédito
108095,pmw2026,104,2026-01-21 04:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
108096,pmw2026,102,2026-02-13 23:00:00,Óleo de Soja,2,6.9,0.0,13.8,PIX
108097,pmw2026,102,2026-02-20 16:00:00,Pão de Forma,4,7.5,0.0,30.0,Cartão de Crédito
108098,pmw2026,105,2026-02-08 13:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
108099,pmw2026,101,2026-02-18 23:00:00,Pão de Forma,2,7.5,0.0,15.0,Dinheiro
108100,pmw2026,103,2026-02-19 17:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Dinheiro
108101,pmw2026,103,2026-02-03 02:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
108102,pmw2026,102,2026-01-20 01:00:00,Detergente,3,2.5,0.0,7.5,Dinheiro
108103,pmw2026,103,2026-03-31 05:00:00,Patinho 1kg,5,38.9,0.0,194.5,Dinheiro
108104,pmw2026,101,2026-04-01 08:00:00,Shampoo,2,18.0,0.0,36.0,PIX
108105,pmw2026,104,2026-01-31 22:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Débito
108106,pmw2026,103,2026-03-03 04:00:00,Shampoo,5,18.0,0.0,90.0,Dinheiro
108107,pmw2026,101,2026-03-04 12:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
108108,pmw2026,105,2026-02-12 22:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
108109,pmw2026,101,2026-01-20 11:00:00,Detergente,3,2.5,0.0,7.5,Dinheiro
108110,pmw2026,101,2026-03-20 19:00:00,Arroz 5kg,5,24.9,0.0,124.5,Dinheiro
108111,pmw2026,105,2026-02-06 02:00:00,Óleo de Soja,1,6.9,0.0,6.9,PIX
108112,pmw2026,104,2026-02-28 01:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
108113,pmw2026,104,2026-03-16 21:00:00,Leite Integral,1,5.2,0.0,5.2,PIX
108114,pmw2026,102,2026-01-03 13:00:00,Feijão 1kg,4,8.5,0.0,34.0,PIX
108115,pmw2026,102,2026-02-28 22:00:00,Patinho 1kg,1,38.9,0.0,38.9,Dinheiro
